year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib
2013,1,3,2,30.02,14,50.84,270,5.7539,6.621473042,0,1021.2,10
2013,1,3,3,28.94,15.08,55.69,270,8.05546,9.270062259,0,1021.7,10
2013,1,3,4,28.94,15.08,55.69,280,9.20624,10.59435687,0,1022.2,10
2013,1,3,5,28.04,15.08,57.79,290,8.05546,9.270062259,0,1021.8,10
2013,1,3,6,28.04,15.08,57.79,280,10.35702,11.91865148,0,1022.1,10
2013,1,3,7,26.96,15.08,60.41,270,8.05546,9.270062259,0,1022.3,10
2013,1,3,8,26.96,15.08,60.41,280,6.90468,7.94576765,0,1022.1,10
2013,1,3,9,26.06,15.08,62.7,290,5.7539,6.621473042,0,1021.9,10
2013,1,3,10,26.06,15.08,62.7,290,5.7539,6.621473042,0,1022,10
2013,1,3,11,26.06,15.98,65.21,310,6.90468,7.94576765,0,1022.4,10
2013,1,3,12,26.06,15.98,65.21,320,5.7539,6.621473042,0,1022.2,10
2013,1,3,13,26.96,17.06,65.84,310,5.7539,6.621473042,0,1022.4,10
2013,1,3,14,28.04,17.06,62.97,290,5.7539,6.621473042,0,1022.8,10
2013,1,3,15,30.92,15.08,51.38,290,9.20624,10.59435687,0,1022.1,10
2013,1,3,16,30.92,14,49.01,,4.60312,5.297178434,0,1021,10
2013,1,3,17,33.08,12.92,42.84,260,8.05546,9.270062259,0,1019.8,10
2013,1,3,18,33.98,12.92,41.33,260,9.20624,10.59435687,0,1019.1,10
2013,1,3,19,33.98,12.92,41.33,240,8.05546,9.270062259,0,1018.7,10
2013,1,3,20,33.08,14,44.92,250,11.5078,13.24294608,0,1018.8,10
2013,1,3,21,32,14,46.92,270,10.35702,11.91865148,0,1018.9,10
2013,1,3,22,30.02,15.08,53.29,240,9.20624,10.59435687,0,1019.3,10
2013,1,3,23,30.92,15.08,51.38,240,10.35702,11.91865148,0,1019.6,10
2013,1,4,0,30.92,15.08,51.38,230,11.5078,13.24294608,0,1019.6,10
2013,1,4,1,30.92,15.08,51.38,240,11.5078,13.24294608,0,1019.4,10
2013,1,4,2,30.92,15.98,53.44,240,12.65858,14.56724069,0,1019,10
2013,1,4,3,28.94,17.06,60.69,230,10.35702,11.91865148,0,1019,10
2013,1,4,4,30.02,17.96,60.38,240,10.35702,11.91865148,0,1018.4,10
2013,1,4,5,30.02,17.96,60.38,240,13.80936,15.8915353,0,1018,10
2013,1,4,6,28.94,17.96,63.1,230,8.05546,9.270062259,0,1018.1,10
2013,1,4,7,30.02,19.04,63.24,240,10.35702,11.91865148,0,1018.3,10
2013,1,4,8,28.94,19.04,66.09,250,11.5078,13.24294608,0,1018.2,10
2013,1,4,9,28.94,19.94,68.68,230,6.90468,7.94576765,0,1018.4,10
2013,1,4,10,30.92,21.02,66.34,240,11.5078,13.24294608,0,1018.4,10
2013,1,4,11,33.08,21.02,60.81,230,16.11092,18.54012452,0,1018.7,10
2013,1,4,12,33.98,21.92,60.93,240,10.35702,11.91865148,0,1018.7,10
2013,1,4,13,35.06,21.92,58.37,250,13.80936,15.8915353,0,1019,10
2013,1,4,14,35.96,21.02,54.21,250,14.96014,17.21582991,0,1019,10
2013,1,4,15,37.04,19.04,47.75,260,16.11092,18.54012452,0,1018.1,10
2013,1,4,16,37.04,19.04,47.75,270,20.71404,23.83730295,0,1016.9,10
2013,1,4,17,39.92,19.94,44.33,260,17.2617,19.86441913,0,1015.8,10
2013,1,4,18,37.94,19.04,46.09,250,24.16638,27.81018678,0,1015.1,10
2013,1,4,19,37.94,19.94,47.89,250,21.86482,25.16159756,0,1014.7,10
2013,1,4,20,37.94,19.94,47.89,250,18.41248,21.18871373,0,1014.6,10
2013,1,4,21,37.04,19.94,49.62,250,17.2617,19.86441913,0,1014.8,10
2013,1,4,22,35.96,21.02,54.21,230,13.80936,15.8915353,0,1015.2,10
2013,1,4,23,35.06,21.02,56.18,230,9.20624,10.59435687,0,1015.4,10
2013,1,5,0,35.06,21.02,56.18,240,11.5078,13.24294608,0,1015.5,10
2013,1,5,1,35.06,19.94,53.66,250,11.5078,13.24294608,0,1015.3,10
2013,1,5,2,35.06,19.94,53.66,250,13.80936,15.8915353,0,1015.7,10
2013,1,5,3,33.98,19.04,53.91,250,11.5078,13.24294608,0,1016.2,10
2013,1,5,4,33.08,19.04,55.89,240,11.5078,13.24294608,0,1016.6,10
2013,1,5,5,33.08,17.96,53.36,260,10.35702,11.91865148,0,1017.1,10
2013,1,5,6,33.08,17.06,51.33,270,10.35702,11.91865148,0,1017.7,10
2013,1,5,7,32,17.06,53.6,280,12.65858,14.56724069,0,1018.8,10
2013,1,5,8,32,17.06,53.6,290,18.41248,21.18871373,0,1019.3,10
2013,1,5,9,32,17.06,53.6,260,11.5078,13.24294608,0,1020.2,10
2013,1,5,10,32,17.06,53.6,240,12.65858,14.56724069,0,1021,10
2013,1,5,11,33.08,17.96,53.36,250,10.35702,11.91865148,0,1022.4,10
2013,1,5,12,32,19.04,58.37,250,9.20624,10.59435687,0,1023,10
2013,1,5,13,35.06,19.94,53.66,240,9.20624,10.59435687,0,1024.5,10
2013,1,5,14,37.94,21.02,50.14,270,10.35702,11.91865148,0,1024.8,10
2013,1,5,15,41,21.02,44.51,310,10.35702,11.91865148,0,1024.9,10
2013,1,5,16,42.08,19.94,40.77,320,14.96014,17.21582991,0,1024.6,10
2013,1,5,17,42.98,19.94,39.38,310,13.80936,15.8915353,0,1023.9,10
2013,1,5,18,44.06,19.94,37.79,290,11.5078,13.24294608,0,1023.6,10
2013,1,5,19,44.06,19.94,37.79,310,9.20624,10.59435687,0,1024,10
2013,1,5,20,42.98,19.04,37.9,310,8.05546,9.270062259,0,1024.1,10
2013,1,5,21,41,19.94,42.51,310,4.60312,5.297178434,0,1024,10
2013,1,5,22,39.92,19.94,44.33,280,4.60312,5.297178434,0,1024.7,10
2013,1,5,23,39.02,21.92,49.93,240,8.05546,9.270062259,0,1025,10
2013,1,6,0,35.96,21.92,56.32,240,6.90468,7.94576765,0,1024.8,10
2013,1,6,1,33.98,21.92,60.93,240,4.60312,5.297178434,0,1024.2,10
2013,1,6,2,33.08,23,66.11,220,4.60312,5.297178434,0,1024.1,10
2013,1,6,3,33.08,23,66.11,210,4.60312,5.297178434,0,1023.3,10
2013,1,6,4,32,23,69.04,210,4.60312,5.297178434,0,1022.8,10
2013,1,6,5,33.98,23,63.77,210,5.7539,6.621473042,0,1023.3,10
2013,1,6,6,33.98,23,63.77,230,9.20624,10.59435687,0,1023.4,10
2013,1,6,7,33.98,23,63.77,200,4.60312,5.297178434,0,1022.5,10
2013,1,6,8,33.98,24.08,66.72,200,5.7539,6.621473042,0,1021.7,10
2013,1,6,9,33.08,28.04,81.5,200,8.05546,9.270062259,0,1020.5,10
2013,1,6,10,33.8,30.2,86.49,210,4.60312,5.297178434,0,,6
2013,1,6,11,33.98,30.92,88.42,210,5.7539,6.621473042,0,1020.3,6
2013,1,6,12,33.8,32,93.03,220,9.20624,10.59435687,0,,6
2013,1,6,13,35.6,32,86.59,240,8.05546,9.270062259,0,,6
2013,1,6,14,35.6,32,86.59,230,8.05546,9.270062259,0,,7
2013,1,6,15,37.4,30.2,74.98,250,11.5078,13.24294608,0,,9
2013,1,6,16,42.98,30.02,59.93,240,10.35702,11.91865148,0,1017.4,10
2013,1,6,17,46.04,28.94,51.03,250,10.35702,11.91865148,0,1016.3,10
2013,1,6,18,46.94,26.96,45.48,240,13.80936,15.8915353,0,1015.5,10
2013,1,6,19,48.02,24.98,40.22,250,14.96014,17.21582991,0,1015.1,10
2013,1,6,20,46.94,24.08,40.35,260,11.5078,13.24294608,0,1015,10
2013,1,6,21,44.96,26.06,47.23,260,6.90468,7.94576765,0,1015.5,10
2013,1,6,22,44.06,26.06,48.87,270,8.05546,9.270062259,0,1016,10
2013,1,6,23,44.06,24.98,46.73,250,10.35702,11.91865148,0,1016.5,10
2013,1,7,0,42.98,24.98,48.7,260,10.35702,11.91865148,0,1016.6,10
2013,1,7,1,42.98,26.06,50.94,270,10.35702,11.91865148,0,1016.5,10
2013,1,7,2,42.08,26.06,52.73,270,10.35702,11.91865148,0,1016.7,10
2013,1,7,3,41,26.96,57.06,270,6.90468,7.94576765,0,1017.2,10
2013,1,7,4,39.92,26.96,59.5,270,9.20624,10.59435687,0,1017.6,10
2013,1,7,5,39.92,26.96,59.5,260,8.05546,9.270062259,0,1018.1,10
2013,1,7,6,37.94,26.96,64.29,270,8.05546,9.270062259,0,1018.7,10
2013,1,7,7,35.96,26.96,69.51,280,6.90468,7.94576765,0,1019.3,10
2013,1,7,8,37.04,28.04,69.63,260,6.90468,7.94576765,0,1019.8,10
2013,1,7,9,35.96,28.04,72.66,280,9.20624,10.59435687,0,1020.6,10
2013,1,7,10,35.06,26.96,72.03,290,4.60312,5.297178434,0,1021.7,10
2013,1,7,11,35.96,28.04,72.66,270,6.90468,7.94576765,0,1023.1,10
2013,1,7,12,37.94,28.94,69.73,250,8.05546,9.270062259,0,1024.1,10
2013,1,7,13,39.92,28.94,64.54,280,5.7539,6.621473042,0,1025.1,10
2013,1,7,14,44.06,26.96,50.73,300,13.80936,15.8915353,0,1025.9,10
2013,1,7,15,44.96,24.08,43.49,320,14.96014,17.21582991,0,1026.5,10
2013,1,7,16,46.04,23,39.9,300,11.5078,13.24294608,0,1026.6,10
2013,1,7,17,46.94,21.92,36.85,300,14.96014,17.21582991,0,1026.9,10
2013,1,7,18,46.04,19.94,35.05,360,11.5078,13.24294608,0,1027.1,10
2013,1,7,19,46.94,19.94,33.88,290,11.5078,13.24294608,0,1027.6,10
2013,1,7,20,44.96,17.96,33.55,320,8.05546,9.270062259,0,1028.4,10
2013,1,7,21,42.98,17.96,36.18,330,6.90468,7.94576765,0,1028.8,10
2013,1,7,22,42.08,17.96,37.46,320,3.45234,3.972883825,0,1029.1,10
2013,1,7,23,41,19.04,40.9,310,4.60312,5.297178434,0,1029.3,10
2013,1,8,0,39.92,21.02,46.41,0,0,0,0,1029.3,10
2013,1,8,1,39.92,21.02,46.41,0,0,0,0,1029.1,10
2013,1,8,2,37.04,24.08,59.09,0,0,0,0,1028.9,10
2013,1,8,3,35.96,23,58.94,230,3.45234,3.972883825,0,1029.3,10
2013,1,8,4,32,23,69.04,210,6.90468,7.94576765,0,1029.2,10
2013,1,8,5,32,23,69.04,210,3.45234,3.972883825,0,1029.2,10
2013,1,8,6,32,24.08,72.24,210,6.90468,7.94576765,0,1029,10
2013,1,8,7,32,24.98,75,190,3.45234,3.972883825,0,1028.7,10
2013,1,8,8,30.92,26.06,81.95,190,4.60312,5.297178434,0,1028.2,10
2013,1,8,9,30.02,24.98,81.27,240,4.60312,5.297178434,0,1028.6,10
2013,1,8,10,28.94,24.08,81.8,210,4.60312,5.297178434,0,1028.9,10
2013,1,8,11,30.92,24.98,78.35,0,0,0,0,1029.2,9
2013,1,8,12,30.02,24.98,81.27,210,5.7539,6.621473042,0,1030,8
2013,1,8,13,35.06,26.96,72.03,240,6.90468,7.94576765,0,1030.5,9
2013,1,8,14,39.02,28.94,66.85,230,9.20624,10.59435687,0,1030.3,9
2013,1,8,15,44.06,28.94,55.02,220,13.80936,15.8915353,0,1029.7,9
2013,1,8,16,46.04,30.02,53.33,230,10.35702,11.91865148,0,1028.2,10
2013,1,8,17,46.94,30.02,51.55,230,14.96014,17.21582991,0,1027.9,10
2013,1,8,18,48.92,30.02,47.86,240,11.5078,13.24294608,0,1027.6,10
2013,1,8,19,48.92,30.02,47.86,220,11.5078,13.24294608,0,1027.9,10
2013,1,8,20,48.92,28.04,44.14,240,11.5078,13.24294608,0,1027.7,10
2013,1,8,21,46.04,28.04,49.19,230,10.35702,11.91865148,0,1027.8,10
2013,1,8,22,44.06,28.94,55.02,220,6.90468,7.94576765,0,1028.1,10
2013,1,8,23,39.92,30.92,69.96,220,8.05546,9.270062259,0,1028.7,10
2013,1,9,0,39.92,30.92,69.96,200,5.7539,6.621473042,0,1028.7,10
2013,1,9,1,39.02,30.02,69.86,210,5.7539,6.621473042,0,1028.6,10
2013,1,9,2,37.94,28.94,69.73,210,3.45234,3.972883825,0,1028.6,10
2013,1,9,3,37.94,28.94,69.73,210,4.60312,5.297178434,0,1029.3,10
2013,1,9,4,37.04,28.94,72.24,230,4.60312,5.297178434,0,1029.2,10
2013,1,9,5,35.96,28.94,75.39,0,0,0,0,1029.1,10
2013,1,9,6,33.98,28.94,81.57,0,0,0,0,1028.7,10
2013,1,9,7,35.06,28.94,78.13,0,0,0,0,1028.5,10
2013,1,9,8,35.96,30.02,78.79,0,0,0,0,1028.4,10
2013,1,9,9,35.96,28.94,75.39,0,0,0,0,1028.2,10
2013,1,9,10,35.06,28.94,78.13,0,0,0,0,1028,9
2013,1,9,11,35.06,28.94,78.13,0,0,0,0,1028.4,9
2013,1,9,12,33.98,30.02,85.24,260,4.60312,5.297178434,0,1029,6
2013,1,9,13,37.04,30.92,78.31,0,0,0,0,1028.7,7
2013,1,9,14,42.08,32,67.22,0,0,0,0,1028.3,7
2013,1,9,15,44.06,33.08,65.07,170,3.45234,3.972883825,0,1026.4,7
2013,1,9,16,46.94,33.98,60.47,230,5.7539,6.621473042,0,1025.9,7
2013,1,9,17,46.04,33.98,62.56,200,9.20624,10.59435687,0,1024.1,9
2013,1,9,18,46.94,33.98,60.47,270,8.05546,9.270062259,0,1024.7,9
2013,1,9,19,46.94,35.06,63.13,180,8.05546,9.270062259,0,1021.1,8
2013,1,9,20,48.92,37.04,63.39,210,13.80936,15.8915353,0,1020.7,9
2013,1,9,21,50,37.04,60.89,240,11.5078,13.24294608,0,1021,10
2013,1,9,22,48.92,37.04,63.39,240,12.65858,14.56724069,0,1021.7,10
2013,1,9,23,48.02,37.04,65.56,250,10.35702,11.91865148,0,1022.1,10
2013,1,10,0,46.94,37.04,68.28,260,11.5078,13.24294608,0,1022.6,10
2013,1,10,1,44.96,37.04,73.59,230,11.5078,13.24294608,0,1022.5,10
2013,1,10,2,44.06,35.96,72.98,230,12.65858,14.56724069,0,1022.5,10
2013,1,10,3,44.06,35.06,70.42,240,12.65858,14.56724069,0,1023,10
2013,1,10,4,42.98,33.08,67.81,220,8.05546,9.270062259,0,1023.7,10
2013,1,10,5,41,32,70.08,230,8.05546,9.270062259,0,1024.6,10
2013,1,10,6,39.02,30.02,69.86,210,9.20624,10.59435687,0,1025.9,10
2013,1,10,7,39.02,28.94,66.85,230,6.90468,7.94576765,0,1026.9,10
2013,1,10,8,39.92,26.96,59.5,270,5.7539,6.621473042,0,1027.5,10
2013,1,10,9,41,26.06,54.97,320,6.90468,7.94576765,0,1028.2,10
2013,1,10,10,41,26.06,54.97,300,12.65858,14.56724069,0,1029,10
2013,1,10,11,39.92,24.98,54.81,280,6.90468,7.94576765,0,1030,10
2013,1,10,12,41,24.98,52.56,330,6.90468,7.94576765,0,1031.4,10
2013,1,10,13,42.98,24.98,48.7,330,8.05546,9.270062259,0,1032.2,10
2013,1,10,14,44.96,23,41.56,320,17.2617,19.86441913,0,1032.7,10
2013,1,10,15,44.96,21.92,39.72,320,11.5078,13.24294608,0,1032.8,10
2013,1,10,16,46.94,21.92,36.85,330,13.80936,15.8915353,0,1032,10
2013,1,10,17,48.92,21.92,34.21,320,14.96014,17.21582991,0,1031.3,10
2013,1,10,18,50,21.92,32.86,310,12.65858,14.56724069,0,1031.5,10
2013,1,10,19,50,21.92,32.86,300,11.5078,13.24294608,0,1031.9,10
2013,1,10,20,48.92,21.02,32.93,330,10.35702,11.91865148,0,1032.4,10
2013,1,10,21,46.94,21.92,36.85,310,8.05546,9.270062259,0,1032.8,10
2013,1,10,22,46.04,21.92,38.12,320,8.05546,9.270062259,0,1033.3,10
2013,1,10,23,44.96,23,41.56,330,6.90468,7.94576765,0,1033.8,10
2013,1,11,0,44.06,23,43.02,340,4.60312,5.297178434,0,1033.6,10
2013,1,11,1,44.06,23,43.02,340,6.90468,7.94576765,0,1034,10
2013,1,11,2,41,24.98,52.56,10,8.05546,9.270062259,0,1033.5,10
2013,1,11,3,39.02,24.98,56.77,30,8.05546,9.270062259,0,1034,10
2013,1,11,4,39.92,24.08,52.79,0,0,0,0,1034.4,10
2013,1,11,5,37.94,24.98,59.22,20,4.60312,5.297178434,0,1033.6,10
2013,1,11,6,37.04,24.08,59.09,20,8.05546,9.270062259,0,1033.2,10
2013,1,11,7,35.06,24.08,63.91,30,5.7539,6.621473042,0,1033.1,10
2013,1,11,8,35.96,24.08,61.67,10,5.7539,6.621473042,0,1032.2,10
2013,1,11,9,35.96,24.08,61.67,10,6.90468,7.94576765,0,1031.3,10
2013,1,11,10,37.04,24.98,61.35,0,0,0,0,1031.7,10
2013,1,11,11,37.94,24.98,59.22,0,0,0,0,1031.8,10
2013,1,11,12,39.02,26.06,59.37,0,0,0,0,1031.9,10
2013,1,11,13,41,28.94,61.89,80,5.7539,6.621473042,0,1031.4,10
2013,1,11,14,42.08,30.92,64.35,80,5.7539,6.621473042,0,1031.1,10
2013,1,11,15,42.98,32,64.93,80,5.7539,6.621473042,0,1029.7,10
2013,1,11,16,44.06,33.08,65.07,90,5.7539,6.621473042,0,1028.4,10
2013,1,11,17,44.96,35.96,70.52,,4.60312,5.297178434,0,1027.3,10
2013,1,11,18,44.96,37.04,73.59,90,5.7539,6.621473042,0,1026.6,10
2013,1,11,19,44.96,37.94,76.25,80,5.7539,6.621473042,0,1025.9,10
2013,1,11,20,44.96,39.92,82.38,110,4.60312,5.297178434,0,1024.9,10
2013,1,11,21,46.4,39.2,75.84,90,4.60312,5.297178434,0,,10
2013,1,11,22,46.4,42.8,87.19,130,5.7539,6.621473042,0.01,,3
2013,1,11,23,46.4,44.6,93.4,130,5.7539,6.621473042,0.01,,3
2013,1,12,0,46.4,44.6,93.4,0,0,0,0.06,,3
2013,1,12,1,46.4,44.6,93.4,0,0,0,0.03,,2.5
2013,1,12,2,42.98,42.98,100,20,5.7539,6.621473042,0.09,1020.6,1
2013,1,12,3,44.6,44.6,100,340,3.45234,3.972883825,0.04,,1
2013,1,12,4,42.8,42.8,100,10,8.05546,9.270062259,0.02,,2
2013,1,12,5,42.8,42.8,100,20,5.7539,6.621473042,0.01,,1
2013,1,12,6,44.06,42.98,95.95,340,9.20624,10.59435687,0.01,1018.8,1
2013,1,12,7,44.06,44.06,100,360,6.90468,7.94576765,0.01,1019.2,1.5
2013,1,12,8,44.6,44.6,100,20,9.20624,10.59435687,0,,4
2013,1,12,9,44.6,44.6,100,10,8.05546,9.270062259,0,,6
2013,1,12,10,44.6,44.6,100,10,8.05546,9.270062259,0,,6
2013,1,12,11,44.06,44.06,100,20,8.05546,9.270062259,0,1019.5,6
2013,1,12,12,44.96,44.06,96.63,10,10.35702,11.91865148,0,1020.4,6
2013,1,12,13,44.96,44.06,96.63,10,8.05546,9.270062259,0,1021,7
2013,1,12,14,46.04,44.06,92.75,10,6.90468,7.94576765,0,1020.9,6
2013,1,12,15,46.94,44.96,92.78,360,4.60312,5.297178434,0,1021.1,6
2013,1,12,16,48.02,44.96,89.08,40,5.7539,6.621473042,0,1020.4,6
2013,1,12,17,46.94,44.96,92.78,30,4.60312,5.297178434,0,1020.5,6
2013,1,12,18,48.02,44.96,89.08,30,3.45234,3.972883825,0,1020.7,6
2013,1,12,19,48.02,44.96,89.08,50,5.7539,6.621473042,0,1020.3,5
2013,1,12,20,48.2,44.6,87.28,40,3.45234,3.972883825,0,,2.5
2013,1,12,21,46.94,44.96,92.78,50,4.60312,5.297178434,0,1021,2.5
2013,1,12,22,46.94,44.96,92.78,30,6.90468,7.94576765,0,1021.7,2.5
2013,1,12,23,46.94,44.96,92.78,0,0,0,0,1021,3
2013,1,13,0,46.04,44.06,92.75,0,0,0,0,1021.7,3
2013,1,13,1,46.04,44.06,92.75,0,0,0,0,1020.9,3
2013,1,13,2,46.04,44.06,92.75,0,0,0,0,1020.2,3
2013,1,13,3,46.04,44.06,92.75,0,0,0,0,1020.4,3
2013,1,13,4,46.4,44.6,93.4,0,0,0,0,,2
2013,1,13,5,46.4,44.6,93.4,0,0,0,0,,0.25
2013,1,13,6,44.96,44.96,100,0,0,0,0,1020.5,0.25
2013,1,13,7,44.6,44.6,100,120,3.45234,3.972883825,0,,0.25
2013,1,13,8,44.6,44.6,100,200,4.60312,5.297178434,0,,0.25
2013,1,13,9,44.6,44.6,100,200,5.7539,6.621473042,0,,0.25
2013,1,13,10,44.6,44.6,100,160,3.45234,3.972883825,0,,0.25
2013,1,13,11,44.6,44.6,100,160,3.45234,3.972883825,0,,0.5
2013,1,13,12,44.6,44.6,100,160,5.7539,6.621473042,0,,0.25
2013,1,13,13,44.06,44.06,100,0,0,0,0,1020.9,0.12
2013,1,13,14,44.06,44.06,100,0,0,0,0,1021,0.12
2013,1,13,15,44.06,44.06,100,140,4.60312,5.297178434,0,1021.1,0.5
2013,1,13,16,46.4,44.6,93.4,0,0,0,0,,2
2013,1,13,17,46.4,44.6,93.4,,3.45234,3.972883825,0,,3
2013,1,13,18,48.02,44.96,89.08,140,3.45234,3.972883825,0,1018.1,3
2013,1,13,19,48.2,44.6,87.28,120,4.60312,5.297178434,0,,3
2013,1,13,20,46.4,44.6,93.4,110,5.7539,6.621473042,0,,3
2013,1,13,21,46.94,44.06,89.65,0,0,0,0,1017.5,5
2013,1,13,22,48.02,44.96,89.08,0,0,0,0,1017.5,7
2013,1,13,23,48.92,44.96,86.13,0,0,0,0,1017.2,10
2013,1,14,0,48.2,46.4,93.45,0,0,0,0,,2
2013,1,14,1,48.2,46.4,93.45,0,0,0,0,,0.5
2013,1,14,2,48.02,48.02,100,0,0,0,0,1016.4,0.5
2013,1,14,3,48.02,48.02,100,0,0,0,0,1016.5,0.5
2013,1,14,4,48.02,48.02,100,0,0,0,0,1016.4,0.5
2013,1,14,5,48.2,48.2,100,0,0,0,0,,0.5
2013,1,14,6,48.92,48.92,100,0,0,0,0,1015.9,0.5
2013,1,14,7,48.92,48.92,100,0,0,0,0,1016,0.5
2013,1,14,8,48.92,48.92,100,0,0,0,0,1015.7,0.5
2013,1,14,9,48.2,48.2,100,0,0,0,0,,0.5
2013,1,14,10,48.92,48.92,100,140,3.45234,3.972883825,0,1014,0.5
2013,1,14,11,51.08,51.08,100,,3.45234,3.972883825,0,1016,0.5
2013,1,14,12,51.8,51.8,100,290,6.90468,7.94576765,0,,0.5
2013,1,14,13,51.98,51.08,96.73,260,4.60312,5.297178434,0,1017.7,2.5
2013,1,14,14,51.8,51.8,100,240,5.7539,6.621473042,0,,3
2013,1,14,15,55.94,53.06,90.03,270,5.7539,6.621473042,0,1018.6,8
2013,1,14,16,57.92,50,74.86,320,11.5078,13.24294608,0,1018.6,9
2013,1,14,17,55.94,44.96,66.52,340,11.5078,13.24294608,0,1018.3,10
2013,1,14,18,57.02,44.06,61.81,320,10.35702,11.91865148,0,1019,10
2013,1,14,19,55.94,37.94,50.72,340,12.65858,14.56724069,0,1020,10
2013,1,14,20,55.04,39.02,54.67,350,13.80936,15.8915353,0,1020.8,10
2013,1,14,21,53.06,30.92,42.58,320,14.96014,17.21582991,0,1021,10
2013,1,14,22,51.08,30.92,45.81,330,10.35702,11.91865148,0,1021.8,10
2013,1,14,23,51.08,30.02,44.16,330,11.5078,13.24294608,0,1022.4,10
2013,1,15,0,48.92,28.04,44.14,320,11.5078,13.24294608,0,1024.5,10
2013,1,15,1,48.02,26.96,43.67,330,12.65858,14.56724069,0,1024.6,10
2013,1,15,2,44.06,30.92,59.64,330,17.2617,19.86441913,0,1025.1,10
